term_str|n|p|i|stop|porter_stem|max_pos|max_pos_group|dfidf|ngram_length
forbearance|2|3.746862003072427e-05|14.703957630249695|0|forbear|NN|NN|0.14235475027611982|1
women|2|3.746862003072427e-05|14.703957630249695|0|women|NNS|NN|0.14235475027611982|1
stand|2|3.746862003072427e-05|14.703957630249695|0|stand|VB|VB|0.10682494959638722|1
offices|2|3.746862003072427e-05|14.703957630249695|0|offic|NNS|NN|0.09831481925782354|1
liable|2|3.746862003072427e-05|14.703957630249695|0|liabl|JJ|JJ|0.11818253846729224|1
realises|2|3.746862003072427e-05|14.703957630249695|0|realis|VBZ|VB|0.10446314968698275|1
distresses|2|3.746862003072427e-05|14.703957630249695|0|distress|NNS|NN|0.10993110490484068|1
bend|2|3.746862003072427e-05|14.703957630249695|0|bend|VB|VB|0.10685601729065769|1
arises|2|3.746862003072427e-05|14.703957630249695|0|aris|VBZ|VB|0.1519639207002309|1
attempted|2|3.746862003072427e-05|14.703957630249695|0|attempt|VBN|VB|0.10091561932254306|1
avoids|2|3.746862003072427e-05|14.703957630249695|0|avoid|NNS|NN|0.1151233843856871|1
benefits|2|3.746862003072427e-05|14.703957630249695|0|benefit|NNS|NN|0.12293687444857726|1
hide|2|3.746862003072427e-05|14.703957630249695|0|hide|NN|NN|0.1240354480981867|1
hill|2|3.746862003072427e-05|14.703957630249695|0|hill|NN|NN|0.17768535968334467|1
khî|2|3.746862003072427e-05|14.703957630249695|0|khî|NNP|NN|0.17973294670848974|1
original|2|3.746862003072427e-05|14.703957630249695|0|origin|JJ|JJ|0.12817065539737513|1
intimated|2|3.746862003072427e-05|14.703957630249695|0|intim|JJ|JJ|0.10719532784136854|1
hints|2|3.746862003072427e-05|14.703957630249695|0|hint|NNS|NN|0.10997037488220993|1
structure|2|3.746862003072427e-05|14.703957630249695|0|structur|NN|NN|0.109486475097884|1
commentators|2|3.746862003072427e-05|14.703957630249695|0|comment|NNS|NN|0.11622618369551024|1
manipulation|2|3.746862003072427e-05|14.703957630249695|0|manipul|NN|NN|0.10095704669473285|1
desirous|2|3.746862003072427e-05|14.703957630249695|0|desir|JJ|JJ|0.13482988980191105|1
disappearing|2|3.746862003072427e-05|14.703957630249695|0|disappear|NN|NN|0.12482439310499414|1
exciting|2|3.746862003072427e-05|14.703957630249695|0|excit|VBG|VB|0.12216226893583032|1
perseverance|2|3.746862003072427e-05|14.703957630249695|0|persever|NN|NN|0.15640895620537035|1
sequel|2|3.746862003072427e-05|14.703957630249695|0|sequel|NN|NN|0.12113527394340656|1
arrest|2|3.746862003072427e-05|14.703957630249695|0|arrest|NN|NN|0.09578484703341367|1
lofty|2|3.746862003072427e-05|14.703957630249695|0|lofti|JJ|JJ|0.09585490101863564|1
holding|2|3.746862003072427e-05|14.703957630249695|0|hold|VBG|VB|0.14146804141506109|1
myself|2|3.746862003072427e-05|14.703957630249695|1|myself|PRP|PR|0.0|1
north|2|3.746862003072427e-05|14.703957630249695|0|north|NN|NN|0.2708364138196109|1
dispense|2|3.746862003072427e-05|14.703957630249695|0|dispens|VB|VB|0.11994919290775333|1
satisfied|2|3.746862003072427e-05|14.703957630249695|0|satisfi|VBN|VB|0.09998948976814029|1
destroy|2|3.746862003072427e-05|14.703957630249695|0|destroy|VB|VB|0.11415470677452577|1
occupy|2|3.746862003072427e-05|14.703957630249695|0|occupi|IN|IN|0.11967015758180487|1
undertake|2|3.746862003072427e-05|14.703957630249695|0|undertak|VB|VB|0.12134446698423801|1
clans|2|3.746862003072427e-05|14.703957630249695|0|clan|NNS|NN|0.11434269836496774|1
positions|2|3.746862003072427e-05|14.703957630249695|0|posit|NNS|NN|0.09831481925782354|1
military|2|3.746862003072427e-05|14.703957630249695|0|militari|JJ|JJ|0.13302548970144204|1
enters|2|3.746862003072427e-05|14.703957630249695|0|enter|VBZ|VB|0.09703643467119728|1
red|2|3.746862003072427e-05|14.703957630249695|0|red|JJ|JJ|0.09703643467119728|1
boat|2|3.746862003072427e-05|14.703957630249695|0|boat|NN|NN|0.10993110490484068|1
waits|2|3.746862003072427e-05|14.703957630249695|0|wait|VBZ|VB|0.09464572321935114|1
similar|2|3.746862003072427e-05|14.703957630249695|0|similar|JJ|JJ|0.10000386088358554|1
pursued|2|3.746862003072427e-05|14.703957630249695|0|pursu|VBN|VB|0.11029593225387002|1
rejecting|2|3.746862003072427e-05|14.703957630249695|0|reject|VBG|VB|0.11515445207995759|1
suitable|2|3.746862003072427e-05|14.703957630249695|0|suitabl|JJ|JJ|0.13031531565962076|1
match|2|3.746862003072427e-05|14.703957630249695|0|match|NN|NN|0.11162978239465127|1
e|2|3.746862003072427e-05|14.703957630249695|0|e|NNP|NN|0.0|1
fellow|2|3.746862003072427e-05|14.703957630249695|0|fellow|JJ|JJ|0.12726673668281102|1
la|2|3.746862003072427e-05|14.703957630249695|0|la|POS|PO|0.12726673668281102|1
english|2|3.746862003072427e-05|14.703957630249695|0|english|JJ|JJ|0.105709838337778|1
appreciate|2|3.746862003072427e-05|14.703957630249695|0|appreci|VB|VB|0.10300914498449369|1
addition|2|3.746862003072427e-05|14.703957630249695|0|addit|NN|NN|0.1115087706518875|1
recent|2|3.746862003072427e-05|14.703957630249695|0|recent|JJ|JJ|0.1051853332073551|1
onp|2|3.746862003072427e-05|14.703957630249695|0|onp|IN|IN|0.09886782845718026|1
dimly|2|3.746862003072427e-05|14.703957630249695|0|dimli|RB|RB|0.09896252970467295|1
needing|2|3.746862003072427e-05|14.703957630249695|0|need|VBG|VB|0.11020758735781948|1
matre|2|3.746862003072427e-05|14.703957630249695|0|matr|FW|FW|0.09594960226612834|1
nec|2|3.746862003072427e-05|14.703957630249695|0|nec|JJ|JJ|0.08647458808730868|1
excepting|2|3.746862003072427e-05|14.703957630249695|0|except|VBG|VB|0.10269691089923338|1
repented|2|3.746862003072427e-05|14.703957630249695|0|repent|VBN|VB|0.10369528058899735|1
shore|2|3.746862003072427e-05|14.703957630249695|0|shore|NN|NN|0.09159444188647389|1
exalted|2|3.746862003072427e-05|14.703957630249695|0|exalt|VBN|VB|0.11247408527208497|1
roots|2|3.746862003072427e-05|14.703957630249695|0|root|NNS|NN|0.12390854557175332|1
stump|2|3.746862003072427e-05|14.703957630249695|0|stump|NN|NN|0.09703643467119728|1
charges|2|3.746862003072427e-05|14.703957630249695|0|charg|NNS|NN|0.11255365201523805|1
foxes|2|3.746862003072427e-05|14.703957630249695|0|fox|NNS|NN|0.13437652212316276|1
porter|2|3.746862003072427e-05|14.703957630249695|0|porter|NN|NN|0.13437652212316276|1
tempt|2|3.746862003072427e-05|14.703957630249695|0|tempt|VB|VB|0.11754070660284438|1
robbers|2|3.746862003072427e-05|14.703957630249695|0|robber|NNS|NN|0.13437652212316276|1
function|2|3.746862003072427e-05|14.703957630249695|0|function|NN|NN|0.11628412189752185|1
removing|2|3.746862003072427e-05|14.703957630249695|0|remov|VBG|VB|0.12478374756491567|1
instruments|2|3.746862003072427e-05|14.703957630249695|0|instrument|NNS|NN|0.11692988015268531|1
lineae|2|3.746862003072427e-05|14.703957630249695|0|linea|JJ|JJ|0.09856001591871556|1
nunc|2|3.746862003072427e-05|14.703957630249695|0|nunc|NN|NN|0.09856001591871556|1
phonetic|2|3.746862003072427e-05|14.703957630249695|0|phonet|JJ|JJ|0.09886782845718026|1
objects|2|3.746862003072427e-05|14.703957630249695|0|object|NNS|NN|0.11022587826864805|1
kung|2|3.746862003072427e-05|14.703957630249695|0|kung|NNP|NN|0.1161437101176866|1
pigs|2|3.746862003072427e-05|14.703957630249695|0|pig|NNS|NN|0.12726673668281102|1
crane|2|3.746862003072427e-05|14.703957630249695|0|crane|NN|NN|0.12726673668281102|1
preferred|2|3.746862003072427e-05|14.703957630249695|0|prefer|VBD|VB|0.08582886697862527|1
describe|2|3.746862003072427e-05|14.703957630249695|0|describ|VB|VB|0.0|1
onwards|2|3.746862003072427e-05|14.703957630249695|0|onward|NNS|NN|0.11894959477536761|1
khw|2|3.746862003072427e-05|14.703957630249695|0|khw|NNP|NN|0.1162489014220833|1
really|2|3.746862003072427e-05|14.703957630249695|0|realli|RB|RB|0.1024786600014436|1
toe|2|3.746862003072427e-05|14.703957630249695|0|toe|NN|NN|0.13437652212316276|1
safely|2|3.746862003072427e-05|14.703957630249695|0|safe|RB|RB|0.11944047807508243|1
achievements|2|3.746862003072427e-05|14.703957630249695|0|achiev|NNS|NN|0.12447089149308374|1
generous|2|3.746862003072427e-05|14.703957630249695|0|gener|JJ|JJ|0.11772358285997869|1
conspicuous|2|3.746862003072427e-05|14.703957630249695|0|conspicu|JJ|JJ|0.12245633374430309|1
leg|2|3.746862003072427e-05|14.703957630249695|0|leg|NN|NN|0.0862053009634853|1
thighs|2|3.746862003072427e-05|14.703957630249695|0|thigh|NNS|NN|0.1051853332073551|1
commences|2|3.746862003072427e-05|14.703957630249695|0|commenc|NNS|NN|0.11090943872620734|1
verba|2|3.746862003072427e-05|14.703957630249695|0|verba|FW|FW|0.09856001591871556|1
